ft_process_id,ft_process_step,ft_topic_id,ft_topic
19606,3. behandling,6234,"Forslag til lov om ændring af lov om kemikalier og lov om afgift af bekæmpelsesmidler. (Ændringer som følge af biocidforordningen, digital kommunikation, indhentelse af oplysninger om andre varer og oprettelse af registre over stoffer, blandinger og andre varer)."
7614,Behandling,2403,"Folketinget finder, at det er vigtigt at fastholde fokus på afbureaukratisering som et led i moderniseringen af den offentlige sektor.

Regler er ikke til for at belaste og skabe unødig administration.

Regler er bl.a. til for at sætte fælles retning og skabe sikkerhed og tryghed.

Samtidig anerkender Folketinget, at det er den enkelte kommune og region, som bedst kan vurdere, hvordan en opgave skal løses lokalt.

Folketinget opfordrer regeringen til fortsat at fremme en styring baseret på øget tillid og uden unødig kontrol."
19669,3. behandling,6239,Forslag til lov om Ankenævnet for Statens Uddannelsesstøtteordninger.
19710,3. behandling,6242,Forslag til lov om ændring af SU-loven og forskellige andre love. (Konsekvensændringer som følge af lov om Ankenævnet for Statens Uddannelsesstøtteordninger).
20136,3. behandling,6428,"Forslag til lov om ændring af lov om menighedsråd, lov om valg til menighedsråd, lov om valgmenigheder og lov om bestyrelse og brug af folkekirkens kirker m.m. (Valgret og valgbarhed i pastorater med flere sogne samt udvidet adgang til brug af folkekirkens kirker m.v.)."
8047,3. behandling,2564,"Forslag til lov om ændring af lov om almene boliger m.v., lov om leje af almene boliger og lov om boligbyggeri. (Midlertidig genhusning, forenkling vedrørende skillevægsarbejder og udbetaling af ungdomsboligbidrag m.v.)."
5911,3. behandling,1925,Forslag til lov om tilskud til Færøernes hjemmestyre for 2013.
20230,3. behandling,6435,"Forslag til lov om ændring af lov om leje, lov om midlertidig regulering af boligforholdene, lov om leje af erhvervslokaler m.v. og lov om almene boliger m.v. (Kommunal indbringelse af sager for huslejenævnene, udvidelse af frakendelsesordningen, forhåndsgodkendelse af lejen for ejer- og andelsboliger og udlejning af almene boliger til virksomheder m.v.)."
5509,3. behandling,1761,Forslag til lov om tillægsbevilling for finansåret 2012.
8043,3. behandling,2563,Forslag til lov om ændring af lov om almene boliger m.v. (Landsbyggefondens medfinansiering af Center for Boligsocial Udvikling).
8039,3. behandling,2562,Forslag til lov om ændring af lov om almene boliger m.v. (Fremrykket underretning om boligsocialt anviste lejere).
5268,3. behandling,1679,Forslag til lov om ændring af lov om forbud mod salg af tobak og alkohol til personer under 18 år og lov om forbud mod tobaksreklame m.v. (Krav om billedlegitimation og skiltning herom samt forbud mod reklame for tobaksvarer på internettet for specialbutikker).
19763,2. (sidste) behandling,6261,Forslag til folketingsbeslutning om større ledelsesbeføjelser til skoleledelserne.
5765,3. behandling,1867,Forslag til lov om ændring af lov om social service. (Kommunalbestyrelsens tilrettelæggelse af borgernes frie valg af leverandør af hjemmehjælp og fritvalgsbevis).
5234,3. behandling,1675,Forslag til folketingsbeslutning om opsporing og forebyggelse af prostatakræft.
6326,2. behandling,2021,"Forslag til lov om ændring af lov om planlægning. (Nye muligheder i landdistrikterne for erhverv og helårsboliger, ændring af regler om planlægning i kystområder og til butiksformål, ophævelse af tilvejebringelses- og tilslutningspligt til fællesantenneanlæg og opsætning af panelantenner og teknikskabe i landzone)."
20104,2. (sidste) behandling,6415,Forslag til folketingsbeslutning om en analyse af reglerne om kommunal deponering.
6011,2. behandling,1933,"Forslag til lov om ændring af konkursloven, retsplejeloven og retsafgiftsloven. (Konkurskarantæne)."
20149,3. behandling,6429,"Forslag til lov om ændring af markedsføringsloven, retsplejeloven, lov om finansiel virksomhed og lov om betalingstjenester og elektroniske penge. (Styrkelse af Forbrugerombudsmandens processuelle beføjelser og håndhævelsesbeføjelser i forhold til finansielle virksomheder m.v. samt styrkelse af beskyttelsen af børn og unge i forbindelse med markedsføring af alkohol)."
7828,2. (sidste) behandling,2506,Forslag til folketingsbeslutning om Folketingets Ombudsmands beretning for 2011.
9362,Behandling,2937,"Med respekt for de forskellige holdninger, der måtte være til spørgsmålet om en ændret valgretsalder, opfordrer Folketinget regeringen til med afsæt i Valgretskommissionens betænkning at iværksætte initiativer, der styrker unges demokratiske engagement og medvirker til at øge valgdeltagelsen blandt unge vælgere.

Folketinget opfordrer endvidere de politiske parti- og vælgerorganisationer til at yde en aktiv indsats for at øge valgdeltagelsen blandt unge vælgere.

Folketinget henviser herved bl.a. til Valgretskommissionens anbefalinger om at inkludere nye medlemsgrupper og især unge i parti- og vælgerforeningerne, at etablere kampagner ved valg, der skaber opmærksomhed om vigtigheden af at møde op og stemme, og lave grundlovsdagsarrangementer, der er målrettet unge."
6387,3. behandling,2025,Forslag til lov om ændring af lov om jordbrugets anvendelse af gødning og om plantedække. (Regulering af kvælstofkvoten og indberetning af plantedække m.v.).
9484,Behandling,2988,"Folketinget konstaterer, at alle former for ekstremisme, hvor enkeltpersoner eller grupper forsøger at fremme deres holdninger gennem eksempelvis vold og trusler over for andre, udgør en trussel mod vores demokrati.

Folketinget finder, at ekstremisme mest effektivt bekæmpes med en bredspektret indsats, som både omfatter præventive tiltag og effektiv håndhævelse af de gældende regler.

Folketinget noterer sig med tilfredshed, at regeringen prioriterer indsatsen mod ekstremisme højt, og at regeringen har iværksat en række præventive tiltag, ligesom et tæt myndighedssamarbejde sikrer, at der arbejdes med at identificere, forebygge, efterforske og modvirke alle former for voldelig ekstremisme.

Folketinget noterer sig endvidere, at regeringen har igangsat en kortlægning af grupperinger, som modarbejder det danske demokrati, med henblik på at konkretisere og tilpasse den forebyggende indsats over for ekstremistiske grupper og skabe grundlag for at vurdere, hvilke nye indsatser der måtte være brug for.

Folketinget opfordrer regeringen til fortsat at have fokus på ekstremisme."
5888,2. (sidste) behandling,1923,"Forslag til folketingsbeslutning om, at efterlønsbidrag og fleksydelsesbidrag udbetalt på gunstige vilkår i perioden fra den 2. april 2012 til den 1. oktober 2012 ikke må have indflydelse på beregning af kontanthjælp."
9451,Behandling,2973,"Folketinget finder, at indsatsen mod terrorisme skal prioriteres højt, at efterretningstjenesterne skal have de nødvendige redskaber til rådighed for effektivt at kunne imødegå terrortrusler mod det danske samfund, og at indsatsen skal ske i overensstemmelse med dansk og international ret.

Folketinget noterer sig, at droner kan være nyttige og effektive kapaciteter i et moderne forsvar, herunder til brug for indsamling af oplysninger.

Folketinget noterer sig desuden, at Politiets Efterretningstjeneste og Forsvarets Efterretningstjeneste inden for deres kompetenceområder har et godt og nødvendigt samarbejde med udenlandske partnere, samtidig med at tjenesterne er opmærksomme på, at videregivelse af oplysninger i den forbindelse foregår i overensstemmelse med dansk og international ret.

Folketinget noterer sig i tilknytning hertil, at den kommende lovgivning for efterretningstjenesterne vil indeholde nærmere regler for tjenesternes videregivelse af oplysninger, herunder et krav om forsvarlighed, ligesom der vil blive etableret et nyt tilsynsorgan til at føre kontrol med iagttagelsen af disse regler."
9623,Behandling,3028,"Folketinget finder det afgørende, at veteraner, som har været udsendt af Danmark, behandles ordentligt.

Folketinget noterer sig, at:
- SFI-rapporten »Danske hjemvendte soldater« peger på, at mange veteraner lider af psykiske problemer, herunder får nogle konstateret PTSD flere år efter hjemkomst,
- under Arbejdsskadestyrelsens nuværende praksis skal en PTSD-ramt veteran dokumentere symptomer på PTSD gennem notat fra en læge, som udgangspunkt inden for 6 måneder efter hjemkomst, for at sygdommen anerkendes som arbejdsskade,
- beskæftigelsesministeren har bestilt en udredning om PTSD-området, og at SFI-rapporten indgår i forskernes materiale,
- regeringen vil drøfte forholdene vedrørende veteraners PTSD og andre psykiske skader med Folketingets partier inden sommeren 2013, når udredningen foreligger, og
- forsvarsministeren og beskæftigelsesministeren giver tilsagn om, at der etableres en ordning for veteraner, hvor der ikke stilles krav om, at dokumentation for symptomdebut vedrørende PTSD i arbejdsskadesager skal ske i form af lægebesøg inden for, som udgangspunkt, 6 måneder. Ordningen omfatter også tidligere afgjorte sager."
9770,Behandling,3095,"Folketinget tager ministrenes redegørelser til efterretning og understreger vigtigheden af at indsamle viden og erfaring om danskere med PTSD, så man sikrer kvalitet i behandlingen i sundhedsvæsnet samt en støtte i et uddannelsesmæssigt og/eller arbejdsmæssigt forløb, der sætter personerne i stand til at komme videre i livet på trods af deres lidelse."
6314,2. behandling,2020,"Forslag til lov om ændring af straffeloven, udlændingeloven og lov om tilhold, opholdsforbud og bortvisning. (Styrket indsats mod tvang i forbindelse med ægteskaber og religiøse vielser)."
6853,3. behandling,2186,Forslag til lov om ændring af lov om midlertidig regulering af boligforholdene. (Benyttelse af helårsboliger til fritidsformål).
6026,3. behandling,1934,"Forslag til lov om ændring af retsplejeloven, lov om international fuldbyrdelse af straf m.v. og lov om udlevering af lovovertrædere. (Gennemførelse af Europarådets konvention om hvidvask, efterforskning, beslaglæggelse og konfiskation af udbytte fra strafbare handlinger samt finansiering af terrorisme samt gennemførelse af den tredje og fjerde tillægsprotokol til den europæiske konvention om udlevering m.v.)."
9772,Behandling,3097,"Folketinget konstaterer, at mange danskere rammes af allergi, og at det medfører forringet livskvalitet og øget sygefravær. Folketinget tager ministerens redegørelse til efterretning og understreger vigtigheden af, at landets allergikere har ret til hurtig og lige adgang for korrekt diagnose og behandling. Folketinget noterer sig, at retten til hurtig udredning i sygehusvæsenet, som træder i kraft den 1. september 2013, også vil omfatte patienter, der skal udredes for allergi.

På den baggrund opfordrer Folketinget regeringen til at sikre, at den nødvendige viden om allergi er til stede i sundhedsvæsenet, i alle fem regioner, så man sikrer et højt fagligt niveau rundt i landet.

Forebyggelse af og gener ved allergi skal tænkes ind i udarbejdelsen af nye indsatser og initiativer, ikke blot på sundhedsområdet, da en tværfaglig indsats er nødvendig med henblik på at øge livskvaliteten for dem, der er berørt af allergi."
19730,2. (sidste) behandling,6248,Forslag til folketingsbeslutning om alkolås i nye biler.
6360,3. behandling,2023,"Forslag til lov om ændring af lov om våben og eksplosivstoffer og straffeloven. (Udførsel af skydevåben m.v. til civil brug til lande uden for EU, lempelse af kontrolordningen for visse hardball- og paintballvåben m.v.)."
6013,3. behandling,1933,"Forslag til lov om ændring af konkursloven, retsplejeloven og retsafgiftsloven. (Konkurskarantæne)."
19820,2. (sidste) behandling,6289,Forslag til folketingsbeslutning om at øremærke 12 uger af barselsorloven til fædre.
6450,3. behandling,2030,"Forslag til lov om ændring af SU-loven, lov om specialpædagogisk støtte ved videregående uddannelser og lov om befordringsrabat til studerende ved videregående uddannelser. (Forenkling af udlandsstipendieordningen, udlandsstudielån, ophævelse af bestemmelser om støtte til særlige kompetenceudvidende forløb m.v.)."
5982,3. behandling,1931,Forslag til lov om nedlæggelse af overkørsler m.v. på jernbanestrækningen mellem Hobro og Aalborg.
10198,Behandling,3248,"Folketinget tager justitsministerens redegørelse til efterretning.

Folketinget noterer sig, at det med lov nr. 1551 af 21. december 2010, hvorved dele af tredje kørekortdirektiv blev implementeret, er forudsat, at den hidtidige aldersgrænse på 18 år blev fastholdt.

Et bredt flertal i Folketinget stod bag loven.

Justitsministeren har i overensstemmelse hermed i den nye kørekortbekendtgørelse fastsat aldersgrænsen for let motorcykel til 18 år. 

Folketinget finder, at en aldersgrænse for let motorcykel på 18 år harmonerer godt med aldersgrænsen for knallert, som i dag er fastsat til 16 år.

Folketinget noterer sig desuden, at justitsministeriet vil følge udviklingen i Danmark og vores nabolande, herunder inddrage erfaringerne med implementeringen af tredje kørekortdirektivs nye kørekortkategorier og aldersgrænser, med henblik på løbende at overveje, om de danske regler understøtter ønsket om en høj færdselssikkerhed i Danmark."
7206,3. behandling,2303,"Forslag til lov om ændring af lov om hold af dyr, lov om landbrugsejendomme og lov om dyrlæger. (Uddannelseskrav i forbindelse med husdyrhold, gruppevis levering af slagtesvin, obligatorisk digital kommunikation om forhåndsanmeldelse af eksport af levende dyr m.v. og tilsyn med personer, der yder dyrlæger bistand)."
7182,3. behandling,2301,Forslag til lov om ændring af lov om udendørs hold af svin. (Ændring af revisionsbestemmelse m.v.).
8386,3. behandling,2649,"Forslag til lov om ændring af lov om Lønmodtagernes Dyrtidsfond, lov om Arbejdsmarkedets Tillægspension og forskellige andre love. (Ændring af sammensætningen af bestyrelsen i LD, ATP, AES m.v.)."
7274,3. behandling,2309,"Forslag til lov om ændring af lov om arbejdsmarkedsuddannelser m.v. og lov om åben uddannelse (erhvervsrettet voksenuddannelse) m.v. (Regulering af de godkendte udbyderes virksomhed, sanktioner, forsøgsvirksomhed m.v.)."
20193,3. behandling,6432,"Forslag til lov om ændring af lov om retsafgifter, tinglysningsafgiftsloven og lov om tinglysning. (Afgiftsfri opslag i og udskrift af akter fra det digitale tinglysningssystem, ændring af den faste del af tinglysningsafgiften og visse udvidelser af reglerne om virksomhedspant)."
9871,3. behandling,3122,Forslag til lov om ændring af udlændingeloven. (Bedre beskyttelse af ofre for menneskehandel).
9875,3. behandling,3123,Forslag til lov om ændring af udlændingeloven. (Ret til fortsat ophold for voldsramte ægtefællesammenførte).
5997,3. behandling,1932,"Forslag til lov om ændring af udlændingeloven, kildeskatteloven og integrationsloven. (Adgang for asylansøgere til at arbejde og bo uden for asylcentre m.v. samt overdragelse af en del af politiets sagsbehandling i den indledende fase af asylprocessen til Udlændingestyrelsen)."
6316,3. behandling,2020,"Forslag til lov om ændring af straffeloven, udlændingeloven og lov om tilhold, opholdsforbud og bortvisning. (Styrket indsats mod tvang i forbindelse med ægteskaber og religiøse vielser)."
5945,3. behandling,1928,"Forslag til lov om en frivillig, brancheadministreret registreringsordning for tatovører."
19514,2. (sidste) behandling,6208,Forslag til folketingsbeslutning om højere straffe for handel med dopingmidler.
5457,2. behandling,1745,Forslag til lov om Statens Kunstfonds virksomhed.
10075,Behandling,3198,"Folketinget opfordrer regeringen til at indkalde Folketingets partier til drøftelser og forhandlinger om en fremtidig finansiering af satspuljen, så den fremover vil blive finansieret direkte via finansloven og ikke som i dag gennem en andel af reguleringen af overførselsindkomsterne."
5923,3. behandling,1926,Forslag til lov om Den Europæiske Unions udvidelse med Kroatien.
7298,3. behandling,2311,Forslag til lov om ændring af lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v. og lov om folkeskolen. (Etablering af en europaskole).
5458,3. behandling,1745,Forslag til lov om Statens Kunstfonds virksomhed.
5443,3. behandling,1743,Forslag til lov om billedkunst og kunstnerisk formgivning.
7272,2. behandling,2309,"Forslag til lov om ændring af lov om arbejdsmarkedsuddannelser m.v. og lov om åben uddannelse (erhvervsrettet voksenuddannelse) m.v. (Regulering af de godkendte udbyderes virksomhed, sanktioner, forsøgsvirksomhed m.v.)."
5985,Fortsættelse af 2. behandling,1931,Forslag til lov om nedlæggelse af overkørsler m.v. på jernbanestrækningen mellem Hobro og Aalborg.
10719,Behandling,3413,"Regeringen skal arbejde for en skat på finansielle transaktioner omfattende flest mulige lande, herunder støtte det initiativ, der i dag er i gang i EU."
10752,Behandling,3427,"Folketinget finder det skarpt kritisabelt, at SKAT ikke udveksler oplysninger om praksisændringer, hvilket i Camilla Vest-sagen var ved at føre til justitsmord, jævnfør dommen i Østre Landsret af 5. november 2012. Folketinget pålægger regeringen at iværksætte en uvildig advokatundersøgelse af Camilla Vest-sagen og SKATs ageren i denne sag."
7420,2. behandling,2321,"Forslag til lov om ændring af søloven og forskellige andre love. (Skærpede sejladssikkerhedsmæssige krav i arktiske farvande, styrkelse af søfarendes retsstilling ved sørøveri, modernisering af skibsregistreringsreglerne, gennemførelse af konventionen om aftaler for international transport af gods helt eller delvis til søs, gennemførelse af ændringsprotokol til konventionen om ansvar for forureningsskade opstået i forbindelse med søtransport af farlige og forurenende stoffer og nedlæggelse af Dykkerrådet)."
8359,3. behandling,2646,"Forslag til lov om ændring af integrationsloven og lov om ansvaret for og styringen af den aktive beskæftigelsesindsats. (Tilbud om en integrationsplan, helbredsmæssig vurdering af nyankomne flygtninge m.v.)."
8796,3. behandling,2767,Forslag til lov om ændring af lov om Bruxelles I-forordningen m.v. (Gennemførelse af omarbejdet forordning om retternes kompetence og om anerkendelse og fuldbyrdelse af retsafgørelser på det civil- og handelsretlige område m.v.).
6468,2. (sidste) behandling,2032,Forslag til folketingsbeslutning om en undersøgelse af muligheden for oprettelse af et partnerselskab mellem Danmark og Grønland om udvikling af den grønlandske undergrund.
7357,2. behandling,2316,Forslag til lov om Offerfonden.
6036,2. behandling,1935,"Forslag til lov om ændring af straffeloven, lov om fuldbyrdelse af straf m.v. og lov om statens uddannelsesstøtte. (Udvidet mulighed for prøveløsladelse og fodlænkeafsoning, SU i skoleperioder under uddannelsen til fængselsbetjent m.v.)."
6164,2. (sidste) behandling,1985,Forslag til folketingsbeslutning om en selvfinansierende etableringsordning for yngre fiskere.
8294,3. behandling,2640,Forslag til lov om ændring af lov om Institut for Menneskerettigheder – Danmarks Nationale Menneskerettighedsinstitution og lov om Dansk Institut for Internationale Studier. (Udvidelse af Institut for Menneskerettigheders bestyrelse med 1 medlem udpeget af Grønlands Råd for Menneskerettigheder og ændring af kompetence til at udpege medlemmer til Dansk Institut for Internationale Studiers bestyrelse).
7432,3. behandling,2322,Forslag til lov om ændring af lov om finansiel virksomhed og forskellige andre love som følge af forslag til lov om investeringsforeninger m.v. (Konsekvensrettelser i lyset af lov om investeringsforeninger m.v.).
7458,3. behandling,2324,Forslag til lov om investeringsforeninger m.v.
6437,3. behandling,2029,"Forslag til lov om ændring af universitetsloven, lov om erhvervsakademiuddannelser og professionsbacheloruddannelser, lov om erhvervsrettet grunduddannelse og videregående uddannelse (videreuddannelsessystemet) for voksne og lov om forskningsrådgivning m.v. (Konsekvensændringer som følge af lov om akkreditering af videregående uddannelsesinstitutioner)."
7472,3. behandling,2325,Forslag til lov om forvaltere af alternative investeringsfonde m.v.
10393,Behandling,3318,"Folketinget finder, at det er afgørende, at der sættes ind over for socialt bedrageri, da socialt bedrageri er dybt asocialt og svækker tilliden til velfærdssamfundet. Det er også vigtigt, at borgernes retssikkerhed i forbindelse med behandling af sager om socialt bedrageri styrkes.

Folketinget konstaterer, at etableringen af Udbetaling Danmark udgør det fremadrettede grundlag for en mere ensartet kontrolindsats på tværs af kommuner og en række af de centrale ydelsesområder.

Folketinget konstaterer, at der er nedsat arbejdsgrupper, som skal komme med løsningsforslag omhandlende bedre vejledninger til borgere og myndigheder og forslag til, hvordan man mest effektivt kan nedbringe antallet af fejludbetalinger og snyd ved udbetalingen af ydelser. Regeringen inviterer Folketingets partier til et møde om status og indhold i løsningsforslagene senest ultimo august.

Folketinget opfordrer social- og integrationsministeren til gennem tilsynet med Udbetaling Danmark at have særligt fokus på udviklingen i klagesager vedrørende sager om socialt bedrageri.
"
6425,3. behandling,2028,Forslag til lov om akkreditering af videregående uddannelsesinstitutioner.
7499,3. behandling,2327,"Forslag til lov om ændring af selskabsloven, lov om visse erhvervsdrivende virksomheder, årsregnskabsloven og lov om Det Centrale Virksomhedsregister. (Indførelse af iværksætterselskaber, nedsættelse af minimumskrav til anpartsselskabers selskabskapital, afskaffelse af muligheden for at stifte nye selskaber med begrænset ansvar omfattet  af lov om visse erhvervsdrivende virksomheder m.v.)."
7262,3. behandling,2308,"Forslag til lov om ændring af lov om regional statsforvaltning, lov om børns forsørgelse, lov om ægteskabs indgåelse og opløsning og forskellige andre love som følge af ændret organisering af statsforvaltningerne. (Ændret organisering af statsforvaltningerne, regelforenklinger og omkostningsdækkende egenbetaling på det familieretlige område m.v.)."
6398,2. behandling,2026,"Forslag til lov om ændring af lov om ændring af straffeloven, retsplejeloven, lov om konkurrence- og forbrugerforhold på telemarkedet, våbenloven, udleveringsloven samt lov om udlevering af lovovertrædere til Finland, Island, Norge og Sverige. (Ændring af revisionsbestemmelse)."
10843,3. behandling,3466,"Forslag til lov om ændring af gymnasieloven, hf-loven og lov om uddannelserne til højere handelseksamen (hhx) og højere teknisk eksamen (htx). (Harmonisering af klageadgang)."
10847,3. behandling,3467,"Forslag til lov om ændring af gymnasieloven, hf-loven og lov om uddannelserne til højere handelseksamen (hhx) og højere teknisk eksamen (htx). (Øget mulighed for at hæve faget matematik til B-niveau i stx-uddannelsen m.v.)."
7155,3. behandling,2299,Forslag til lov om Forsvarets Efterretningstjeneste (FE).
6271,2. behandling,2017,Forslag til lov om offentlighed i forvaltningen.
6840,3. behandling,2185,"Forslag til lov om ændring af byggeloven og lov om bygnings- og boligregistrering. (Indførelse af mål for sagsbehandlingstiden for byggesager (servicemål), indførelse af en certificeringsordning for transportable konstruktioner, øget mulighed for indhentning af oplysninger i forhold til forebyggelse af ulykker i bygninger m.v. og udvidet registrering af varmeinstallationer m.v. i medfør af lov om bygnings- og boligregistrering m.v.)."
8201,3. behandling,2630,Forslag til lov om ændring af lov om frikommuner. (Yderligere forsøgsmuligheder for frikommunerne).
7854,3. behandling,2514,"Forslag til lov om ændring af lov om menighedsråd. (Bedre samarbejdsmuligheder, lempelse af udvalgsstrukturen, nye regler om fælles menighedsråd, forenkling af arbejdsgange m.v.)."
9805,3. behandling,3103,"Forslag til lov om ændring af lov om ungdomsuddannelse for unge med særlige behov. (Muligheder for at afbryde uddannelsen, optag af elever, ændret visitation, afklaringsforløb, praktik m.v.)."
6372,3. behandling,2024,"Forslag til lov om ændring af lov om fremme af vedvarende energi, lov om elforsyning og ligningsloven. (Rammer for kystnære havvindmøller og revision af værditabs- og køberetsordningerne m.v.)."
9551,3. behandling,3007,Forslag til lov om vikarers retsstilling ved udsendelse af et vikarbureau m.v.
7398,3. behandling,2319,Forslag til lov om Politiets Efterretningstjeneste (PET).
7385,3. behandling,2318,Forslag til lov om ændring af lov om etablering af et udvalg om forsvarets og politiets efterretningstjenester. (Styrkelse af den parlamentariske kontrol og indsigt).
7370,2. behandling,2317,"Forslag til lov om ændring af straffeloven, retsplejeloven og forskellige andre love. (Styrket indsats over for økonomisk kriminalitet)."
7867,3. behandling,2515,Forslag til lov om ændring af konkurrenceloven. (Gebyr for anmeldelse af fusioner). 
8218,3. behandling,2633,Forslag til lov om Danpilot.
10379,3. behandling,3312,"Forslag til lov om ændring af lov om luftfart og lov om registrering af rettigheder over luftfartøjer. (Omlægning af model for betaling for offentlige forretninger og tilsynsvirksomhed, indførelse af beredskabsbestemmelser samt navneændring af registreringsmyndighed)."
7321,3. behandling,2313,Forslag til lov om ændring af lov om en Cityring og lov om Metroselskabet I/S og Udviklingsselskabet By & Havn I/S. (Afgrening fra Cityringen til Nordhavnen).
10375,3. behandling,3310,Forslag til lov om ændring af lov om luftfart. (Ændring af Havarikommissionens opgaver).
8357,2. behandling,2646,"Forslag til lov om ændring af integrationsloven og lov om ansvaret for og styringen af den aktive beskæftigelsesindsats. (Tilbud om en integrationsplan, helbredsmæssig vurdering af nyankomne flygtninge m.v.)."
7486,3. behandling,2326,Forslag til lov om ændring af lov om håndhævelse af udbudsreglerne m.v. (Mere effektivt klagesystem på udbudsområdet og præcisering af retsvirkningerne af at anvende indkøbscentralers rammeaftaler).
6412,3. behandling,2027,"Forslag til lov om ændring af lov om radio- og fjernsynsvirksomhed og lov om TV 2/DANMARK A/S. (Ændrede must carry-regler, DR's adgang til sponsorering, de regionale TV 2-virksomheders dækningsområder, afskaffelse af radiolicensen, genindførelse af forbud mod produktplacering og ophævelse af finansministerens bemyndigelse til at sælge aktierne i TV 2/DANMARK A/S m.v. som led i gennemførelse af medieaftale for 2012-2014)."
10620,Behandling,3360,"Folketinget konstaterer med tilfredshed, at regeringen er i gang med at implementere energiforliget af 22. marts 2012, herunder de aftalte analyser, og at klima-, energi- og bygningsministeren vil invitere til en midtvejsworkshop medio 2013 om analyserne.

Folketinget opfordrer regeringen til at lægge stor vægt på at fremme vækst og beskæftigelse i forbindelse med opfyldelsen af de energipolitiske mål, og til at gennemføre de aftalte energipolitiske initiativer med de lavest mulige omkostninger for borgere og virksomheder."
8794,2. behandling,2767,Forslag til lov om ændring af lov om Bruxelles I-forordningen m.v. (Gennemførelse af omarbejdet forordning om retternes kompetence og om anerkendelse og fuldbyrdelse af retsafgørelser på det civil- og handelsretlige område m.v.).
9527,3. behandling,3005,Forslag til lov om ændring af lov om en investeringsfond for Færøerne m.v. (Nedbringelse af fondens egenkapital til dækning af omkostninger til bortskaffelse af sprængstof ved Vágar Lufthavn).
7335,3. behandling,2314,Forslag til lov om elektrificering af jernbanen.
6051,3. behandling,1936,Forslag til lov om ændring af revisorloven og lov om finansiel virksomhed. (Revisorers uddannelse og certificering af revisorer i finansielle virksomheder m.v.).
8234,3. behandling,2635,Forslag til lov om ændring af miljømålsloven. (Forenkling af planprocessen for Natura 2000-planer og styrkelse af interessentinddragelse m.v.).
10869,Behandling,3475,"Folketinget konstaterer, at de borgere, der ville opbruge deres dagpengeret på grund af de ændrede dagpengeregler, nu sikres forsørgelse i en periode på op til 4 år. Folketinget opfordrer på den baggrund regeringen til at fokusere på at skabe nye arbejdspladser i Danmark, bl.a. igennem en ambitiøs grøn omstilling, og dermed sikre et Danmark med et grønnere, dygtigere og mere solidarisk velfærdssamfund."
9062,2. (sidste) behandling,2845,"Forslag til folketingsbeslutning om at tage artikel 10 i EU-forordning 1072/2009 om cabotagekørsel i brug, således at der træffes de nødvendige beskyttelsesforanstaltninger for de i Danmark berørte transportvirksomheder."
17482,Fortsættelse af 2. (sidste) behandling,5656,Forslag til folketingsbeslutning om fortolkning af regler for cabotagekørsel.
7893,3. behandling,2517,Forslag til lov om ophævelse af lov om anvendelse af Christianiaområdet.
7917,3. behandling,2519,"Forslag til lov om ændring af lov om elforsyning, lov om naturgasforsyning, straffeloven og retsplejeloven. (Gennemførelse af bestemmelser i forordning om integritet og gennemsigtighed på engrosenergimarkederne (REMIT-forordningen) om beføjelser, sanktioner og offentliggørelse samt udrulning af fjernaflæste elmålere m.v.)."
7952,3. behandling,2522,Forslag til lov om ændring af lov om radio- og fjernsynsvirksomhed. (Forbud mod fremme af terrorisme i programvirksomhed m.v.).
9791,3. behandling,3102,Forslag til lov om ændring af skatteforvaltningsloven og forskellige andre love. (Ny klagestruktur på skatteområdet og ændringer som følge af idriftsættelsen af Ét Fælles Inddrivelsessystem m.v.).
8332,3. behandling,2644,Forslag til lov om ændring af lov om andelsboligforeninger og andre boligfællesskaber. (Udvidelse af sælgerens oplysningsforpligtelse ved salg af andelsboliger og indførelse af karensperiode for anvendelse af valuarvurdering og offentlig vurdering ved værdiansættelse af foreningens ejendom m.v.).
9255,3. behandling,2906,Forslag til lov om socialtilsyn.
9268,3. behandling,2907,"Forslag til lov om ændring af lov om social service, lov om retssikkerhed og administration på det sociale område og lov om forpligtende kommunale samarbejder. (Konsekvensændringer som følge af lov om socialtilsyn m.v.)."
9281,3. behandling,2908,"Forslag til lov om ændring af børneloven, lov om adoption, retsplejeloven og forskellige andre love. (Medmoderskab m.v.)."
8346,3. behandling,2645,Forslag til lov om barselsudligning for selvstændigt erhvervsdrivende.
8626,2. (sidste) behandling,2721,"Forslag til folketingsbeslutning om, at udlændinge i Danmark skal arbejde på danske løn- og ansættelsesvilkår."
9020,2. (sidste) behandling,2831,Forslag til folketingsbeslutning om ret til supplerende dagpenge i 52 uger.
9137,2. (sidste) behandling,2868,Forslag til folketingsbeslutning om ret til en 4-årsdagpengeperiode.
9231,2. (sidste) behandling,2902,Forslag til folketingsbeslutning om nedsættelse af genoptjeningskravet for ret til dagpenge.
17051,2. (sidste) behandling,5477,Forslag til folketingsbeslutning om akuthuse til stofmisbrugere.
7575,2. (sidste) behandling,2379,Forslag til folketingsbeslutning om afdækning af de økonomiske konsekvenser forbundet med indvandringen.
6622,2. (sidste) behandling,2093,Forslag til folketingsbeslutning om klare regler for definitionen af enlige forsørgere og enlige pensionister.
8755,2. (sidste) behandling,2763,"Forslag til folketingsbeslutning om, at flygtninge skal have ret til fuld folkepension."
8980,2. (sidste) behandling,2827,Forslag til folketingsbeslutning om økonomisk kompensation i forbindelse med klagesager.
